deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_liquidated_collateral_usd,total_liquidated_principal_usd,avg_time_gap,min_time_gap,burst_count,total_transactions,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidatcall_usd,is_risky_actual,ML_score_0_1000,score_range
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.609790160757049e+17,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.734266479297426e+17,0.0,0.0,0.0,0.0,0,1000,
16,3,3,3,0,0.0,0.0,65182486.96,18,9,25,8.100768418674122e+21,9490973485.90346,7014652938.097047,1.49288466150795e+21,0.0,0,840,"[800, 900)"
1,3,6,8,0,0.0,0.0,90223482.8888889,0,12,18,2.1377470886634815e+22,6.1593625744040205e+22,1.0133370338420725e+23,2.362803401809436e+23,0.0,0,880,"[800, 900)"
7,7,9,1,0,0.0,0.0,67897238.95833333,22,5,24,5.436267669857619e+21,1.1466939876364562e+20,6794778143.661648,8.181374637634784e+21,0.0,1,590,"[500, 600)"
1,0,0,4,0,0.0,0.0,325336825.6,85207,0,5,1574157.1493753006,0.0,0.0,5792611531.503868,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813350745.5,40,1,2,1049522.867276225,0.0,0.0,0.0,0.0,0,1000,
1,1,1,1,0,0.0,0.0,404789479.0,22,3,4,1.925535531276773e+21,696061905.3533223,696061905.3533223,1.925535531276773e+21,0.0,0,1000,
42,37,15,15,0,0.0,0.0,14916772.33027523,12,84,109,1.353531547720534e+21,7.41939247985586e+20,3.5264402266740503e+20,5.387023414777633e+20,0.0,1,10,"[0, 100)"
11,4,1,9,3,1.621784354032096e+21,1544556527.6496153,57927927.46428572,38,7,28,4.284915292921578e+22,2.300705925998673e+22,2.3151274780815503e+22,5.0131143487608135e+22,0.0,1,120,"[100, 200)"
43,10,6,8,0,0.0,0.0,24334294.0,18,11,67,4.0176541979228875e+22,2.8585229467603095e+21,2.858522946761117e+21,3.016932798334938e+22,0.0,0,680,"[600, 700)"
1,0,0,1,0,0.0,0.0,813950771.5,150,0,2,9225488219.474806,0.0,0.0,9225489494.178555,0.0,0,1000,
6,3,4,5,0,0.0,0.0,90369979.72222222,0,4,18,7.924338673493697e+17,3046212472.9774027,3028088819.5600834,1.0414804105721912e+18,0.0,0,940,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.5821571242730032e+17,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0323369154606006e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1018242.9614739999,0.0,0.0,0.0,0.0,0,1000,
2,2,0,0,0,0.0,0.0,407242273.25,32,3,4,6.640802048448664e+19,3.3093328500318634e+19,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1105714.877378391,0.0,0.0,0.0,0.0,0,1000,
26,9,3,17,0,0.0,0.0,29646830.23636364,54,8,55,8.127581234380415e+22,82843749618.36932,57666419099.01171,4.108245026278127e+22,0.0,0,670,"[600, 700)"
77,38,28,41,0,0.0,0.0,8861119.505434783,14,100,184,1.0079706230865753e+22,3.5001443084519263e+21,2.4299409200733036e+21,5.076586362217817e+21,0.0,1,10,"[0, 100)"
13,0,0,3,0,0.0,0.0,101787397.5625,32,2,16,4.471632091363768e+20,0.0,0.0,7.184370549778011e+19,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813464955.0,605199,0,2,1.092257164682007e+18,0.0,0.0,0.0,0.0,0,1000,
3,1,1,7,0,0.0,0.0,135185948.0,0,2,12,9.432169810004761e+21,40084013074.83977,39955631586.10055,1.951775299941516e+23,0.0,0,980,"[900, 1000)"
3,3,2,0,0,0.0,0.0,203485105.125,96,1,8,1.012106849204126e+22,1.0056380321054894e+21,1.0006503437186035e+21,0.0,0.0,0,840,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,997021.7364607069,0.0,0.0,0.0,0.0,0,1000,
89,25,38,15,0,0.0,0.0,9764045.934131736,0,30,167,5.088840358808007e+21,2.4131669608548336e+20,2.4114083727398768e+20,1.441363416609204e+21,0.0,1,30,"[0, 100)"
4,2,3,1,0,0.0,0.0,163022875.3,44,3,10,2.984946805184938e+20,110133682.16243714,113197567.00027165,103320.09802197266,0.0,0,960,"[900, 1000)"
0,0,0,14,0,0.0,0.0,116353792.71428572,0,4,14,0.0,0.0,0.0,7.422731282470676e+21,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813418055.0,239786,0,2,2.2961814875215222e+18,0.0,0.0,0.0,0.0,0,1000,
1,2,0,0,0,0.0,0.0,540260847.3333334,1640,0,3,5.845517451619059e+21,2.498715007500005e+21,0.0,0.0,0.0,1,10,"[0, 100)"
2,0,0,0,0,0.0,0.0,813547636.5,526544,0,2,2435337.781859825,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1103798.212876688,0.0,0.0,0.0,0.0,0,1000,
80,34,49,52,3,7.3664746383527035e+19,2.8473036832011158e+19,7479593.197247706,0,67,218,1.9019191275986983e+21,7.062565903828898e+20,2.3982485016369447e+20,5.473413690781078e+20,0.0,1,0,"[0, 100)"
2,0,0,1,0,0.0,0.0,540942343.3333334,1914,0,3,8.024359625088469e+18,0.0,0.0,8.035088735038773e+18,0.0,0,1000,
39,3,0,1,0,0.0,0.0,37920642.18604651,96,1,43,5.904448410839874e+20,1.1241839798277497e+20,0.0,100210649.20535146,0.0,1,70,"[0, 100)"
37,111,29,26,0,0.0,0.0,8020909.921182266,14,28,203,1.5033690444660895e+22,7.985037564508208e+21,1.503089167499454e+21,51132182115.06583,0.0,1,10,"[0, 100)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,9.901298877476563e+18,0.0,0,1000,
6,0,0,0,0,0.0,0.0,270166317.1666667,156818,0,6,4.099643957215305e+21,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,814284681.0,262,0,2,1.1191814376473717e+17,1.1191814376473716e+16,0.0,0.0,0.0,1,0,"[0, 100)"
3,0,0,0,0,0.0,0.0,542234667.0,173601,0,3,2.2947939469597875e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1037667.4856444341,0.0,0.0,0.0,0.0,0,1000,
52,38,24,33,0,0.0,0.0,11057079.360544218,0,34,147,4.0336965582846035e+24,8.892923938797577e+23,8.096559884932215e+23,2.1125374093337532e+24,0.0,1,0,"[0, 100)"
2,0,0,0,0,0.0,0.0,811843828.0,97499,0,2,1.0922028146946185e+19,0.0,0.0,0.0,0.0,0,1000,
11,1,0,1,0,0.0,0.0,125189396.92307693,302,0,13,2.129350598519786e+22,4.717217929698589e+20,0.0,1040901023.342896,0.0,1,30,"[0, 100)"
35,23,0,0,0,0.0,0.0,28113652.25862069,94,6,58,1.6297731895335118e+22,4.916033571209256e+21,0.0,0.0,0.0,1,120,"[100, 200)"
5,1,0,1,0,0.0,0.0,232858393.57142857,438,0,7,4.0646240563600813e+21,5961251243.74859,0.0,10535893008.560024,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.7169959680397558e+17,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,815246613.5,518,0,2,1.5854237614713926e+16,2250.9558575093106,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0068726470243373e+18,0.0,0.0,0.0,0.0,0,1000,
7,0,0,3,0,0.0,0.0,162480989.4,662,0,10,2802230633.6505218,0.0,0.0,2818874707.060605,0.0,0,1000,
113,62,57,97,0,0.0,0.0,4949339.088145897,0,149,329,1.5140394940267615e+22,2.2793415786528189e+21,2.2793467405758997e+21,1.2729375509443242e+22,0.0,1,0,"[0, 100)"
14,4,0,1,0,0.0,0.0,85678637.73684211,74,1,19,2.316625153100427e+21,9.983592287583775e+20,0.0,1.539193705345109e+21,0.0,1,0,"[0, 100)"
3,0,0,0,0,0.0,0.0,542416808.3333334,5018,0,3,2121570.1982471477,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1100762.321054562,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,815246611.5,566,0,2,1.5854237614713926e+16,2250.9558575093106,0.0,0.0,0.0,1,0,"[0, 100)"
1,1,0,0,0,0.0,0.0,814424362.5,14,1,2,1.3574846236951283e+17,1.3574846236951284e+16,0.0,0.0,0.0,1,0,"[0, 100)"
0,0,0,2,0,0.0,0.0,813781635.5,156332,0,2,0.0,0.0,0.0,5603107905.878292,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813354859.5,528500,0,2,1.157956333789602e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,814435095.5,12,1,2,10007534957.689669,0.0,0.0,10007535066.935669,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1141981.6417124674,0.0,0.0,0.0,0.0,0,1000,
2,8,13,7,0,0.0,0.0,54316314.53333333,0,15,30,3.7728677467596097e+21,2.1555710826098637e+21,2.8180600358246904e+21,4.171386361805614e+21,0.0,0,890,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0356742407229859e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,2.182353344197528e+21,0.0,0.0,0.0,0.0,0,1000,
24,34,16,29,0,0.0,0.0,15830353.320388349,22,25,103,4.274944155571757e+22,4.268526751786251e+22,2.4552968679947158e+22,4.473309407398919e+22,0.0,1,0,"[0, 100)"
72,0,0,0,0,0.0,0.0,22534574.833333332,34,19,72,260540491790299.8,0.0,0.0,0.0,0.0,0,1000,
19,4,3,1,0,0.0,0.0,60390353.55555555,128,0,27,1.3346591981525622e+21,3.0253435487494577e+20,204172884.2062039,6.551725834780574e+20,0.0,1,240,"[200, 300)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.2990942004617446e+18,0.0,0.0,0.0,0.0,0,1000,
0,0,0,3,0,0.0,0.0,541320871.0,16,1,3,0.0,0.0,0.0,1.3119393696485569e+22,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.5647112620231444e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,5,0,0.0,0.0,271523868.6666667,0,2,6,15030517.322502183,0.0,0.0,8.534885004096754e+19,0.0,0,1000,
19,15,1,0,0,0.0,0.0,46579103.02857143,170,0,35,2.918697447767511e+20,123122495.14847581,3186281.092967107,0.0,0.0,1,150,"[100, 200)"
1,1,0,0,0,0.0,0.0,814250882.5,1544,0,2,1.0858534668375854e+17,5.429270468405457e+16,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,4.804776065392607e+17,0.0,0.0,0.0,0.0,0,1000,
0,0,0,13,0,0.0,0.0,125378392.3076923,0,5,13,0.0,0.0,0.0,7.137101270917117e+21,0.0,0,1000,
5,3,0,1,0,0.0,0.0,180582680.33333334,68,2,9,5.735060340108605e+20,2.7289918931892716e+20,0.0,2.436289536757354e+20,0.0,1,10,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0890418068787482e+18,0.0,0.0,0.0,0.0,0,1000,
3,2,4,9,0,0.0,0.0,90242939.77777778,18,7,18,2.0103288364068684e+21,1.0051365036010018e+21,9.957094921203936e+20,1.9844241918237339e+21,0.0,0,820,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0723777606233203e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,2,0,0.0,0.0,405336431.75,154,0,4,4.058568177276793e+20,0.0,0.0,4.052711523466014e+20,0.0,0,1000,
0,0,0,3,0,0.0,0.0,540141393.6666666,17901,0,3,0.0,0.0,0.0,2.3485466070697144e+21,0.0,0,1000,
3,1,0,0,0,0.0,0.0,405715534.5,18,1,4,3488193837414586.0,832536136715753.0,0.0,0.0,0.0,1,10,"[0, 100)"
2,0,0,0,0,0.0,0.0,813333112.5,520517,0,2,1.1267578172733923e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,2,0,0.0,0.0,406480733.25,7893,0,4,267049646.8963085,0.0,0.0,268162408.32869905,0.0,0,1000,
1,1,1,1,0,0.0,0.0,404818779.0,44,3,4,1.3905068433696442e+21,5.99591467692961e+20,5.994112368000008e+20,1.3956096440000022e+21,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813348746.0,320940,0,2,2.123490954986433e+18,0.0,0.0,0.0,0.0,0,1000,
3,0,0,1,0,0.0,0.0,407221012.0,20,1,4,1.5333054328852936e+18,0.0,0.0,9510099483.04172,0.0,0,1000,
2,0,0,0,0,0.0,0.0,815046444.0,6825476,0,2,3.3038397544257122e+19,0.0,0.0,0.0,0.0,0,1000,
7,13,0,7,1,3.868740106414909e+19,3.5170364603771904e+19,58169119.821428575,0,7,28,5.5655615174069035e+19,8.400700978868486e+19,0.0,1.5795076152212787e+19,0.0,1,10,"[0, 100)"
14,15,10,18,0,0.0,0.0,28557906.47368421,0,17,57,7.809925118696764e+22,9.294190131527658e+21,1300509483887.737,8.327085393879152e+22,0.0,1,440,"[400, 500)"
2,2,0,1,0,0.0,0.0,325718323.8,56,2,5,1.1414944395256398e+18,2.2829888927469984e+17,0.0,47343789263.95704,0.0,1,60,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1106618.1601083253,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.2067805071537277e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,4,0,0.0,0.0,325902470.6,337910,0,5,1872294014.6198852,0.0,0.0,7566602882.955168,0.0,0,1000,
1,1,1,1,0,0.0,0.0,407172225.5,61,1,4,5080493.744366643,1016098.7488733287,992416.4154348137,4961917.360427185,0.0,0,970,"[900, 1000)"
36,23,11,6,0,0.0,0.0,21399052.64473684,0,27,76,2.4727532241238103e+21,3.722754067048841e+20,2.214121284125633e+20,4.448526160097066e+20,0.0,1,50,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1109656.1347250757,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1306285.8595941756,0.0,0.0,0.0,0.0,0,1000,
7,6,1,0,0,0.0,0.0,115992758.07142857,40,3,14,9.081909955427238e+22,4.7648366628631625e+22,7538871862.682099,0.0,0.0,1,220,"[200, 300)"
2,2,0,2,0,0.0,0.0,270692586.1666667,32,2,6,1.6632034535803868e+21,1201038760.8968115,0.0,1451277955.3664675,0.0,1,40,"[0, 100)"
3,0,0,2,0,0.0,0.0,324494427.0,108,1,5,6.612022580088987e+18,0.0,0.0,6.619347731053832e+18,0.0,0,1000,
18,8,4,5,0,0.0,0.0,46584645.37142857,40,4,35,2.6416595739093856e+21,901469660.147342,906779127.4321394,9.882192948551293e+20,0.0,0,810,"[800, 900)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,99857310.41502789,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,98.7162782819831,0.0,0.0,0.0,0.0,0,1000,
3,2,0,0,2,2.0782368745229192e+21,1889306249.5662904,232787322.85714287,74,1,7,7.409675313255613e+21,3695722491.1761,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1081990.025077745,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813415418.0,681208,0,2,9896342011517316.0,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1218108806215370.8,0.0,0.0,0.0,0.0,0,1000,
1,3,0,3,0,0.0,0.0,232932687.42857143,54,1,7,16554467896.765179,1.8004354070120747e+22,0.0,11782445066.608294,0.0,1,30,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1009268.0591245935,0.0,0.0,0.0,0.0,0,1000,
13,7,4,4,0,0.0,0.0,57905684.21428572,14,11,28,6.337179380102047e+20,1152642071.11012,1152751167.616064,2.927988147379271e+20,0.0,0,770,"[700, 800)"
69,33,25,26,0,0.0,0.0,10644482.326797385,24,37,153,6.211430514584059e+23,1.8166767302521546e+20,585086611065.6307,1359786831919.275,0.0,1,30,"[0, 100)"
2,6,39,6,0,0.0,0.0,30766008.79245283,0,4,53,1.4106678138245126e+22,8037754184.833543,1695732490.6936321,2.0944261999132423e+21,0.0,1,680,"[600, 700)"
2,0,0,0,0,0.0,0.0,815187336.0,1130,0,2,2.4973743027014726e+19,0.0,0.0,0.0,0.0,0,990,"[900, 1000)"
16,9,15,18,0,0.0,0.0,27970545.844827585,0,35,58,1.4618374949094568e+19,70723694211.43372,70601138857.87465,1.33834644475343e+19,0.0,1,60,"[0, 100)"
3,2,0,0,0,0.0,0.0,324065539.2,92,1,5,7.408301482778691e+21,5025436830.421854,0.0,0.0,0.0,1,20,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,8048.7448972700095,0.0,0.0,0.0,0.0,0,1000,
27,17,17,25,0,0.0,0.0,18942627.848837208,0,45,86,1.1978953534157609e+23,6.916043184114332e+22,6.68651029310933e+22,1.1647894521090378e+23,0.0,1,30,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.733888726609105e+17,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,810363062.0,0,1,2,3.512505875961218e+16,4468836992317071.0,0.0,0.0,0.0,1,0,"[0, 100)"
89,46,53,74,0,0.0,0.0,6217417.190839695,0,81,262,2.0009108835137866e+23,1.9267293355564855e+22,1.4985290614576807e+22,8.37136583434584e+22,0.0,1,0,"[0, 100)"
2,0,0,0,0,0.0,0.0,813437625.5,313092,0,2,2136979.506889726,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,812881507.5,509888,0,2,4.28275879459485e+20,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.242471459060745e+18,0.0,0.0,0.0,0.0,0,1000,
8,3,0,0,0,0.0,0.0,148229707.0909091,64,2,11,4.9627049892643353e+20,142949880.3955804,0.0,0.0,0.0,1,10,"[0, 100)"
4,2,0,0,0,0.0,0.0,271427648.1666667,112,1,6,1.1946902778675423e+18,201844.88323109568,0.0,0.0,0.0,1,30,"[0, 100)"
30,7,6,20,0,0.0,0.0,25879336.34920635,0,13,63,2.4110068455482635e+20,2.0746664993654706e+19,2.0746664993613595e+19,9.775880561152374e+19,0.0,0,700,"[700, 800)"
11,5,5,9,0,0.0,0.0,54131804.43333333,0,18,30,6.764226044139297e+20,5.941914571333928e+20,5.920497905033382e+20,6.725825710618496e+20,0.0,0,840,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1102594.3064186613,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813381743.0,481595,0,2,2190112.2540111654,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,91425329669437.38,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813616676.5,631995,0,2,2854766.8067017766,0.0,0.0,0.0,0.0,0,1000,
2,1,0,0,0,0.0,0.0,543303170.6666666,58,1,3,5.98929888234223e+18,5.670532258809814e+17,0.0,0.0,0.0,1,10,"[0, 100)"
2,0,0,0,0,0.0,0.0,813549096.5,753802,0,2,2.0700112370468163e+18,0.0,0.0,0.0,0.0,0,1000,
6,2,2,8,0,0.0,0.0,90228912.16666667,52,4,18,3169633946514.078,700958514747.8914,702818698618.0823,4388290530053.4043,0.0,0,900,"[900, 1000)"
1,0,0,3,0,0.0,0.0,407571243.25,0,1,4,1504226.5859288094,0.0,0.0,9.694171157587456e+17,0.0,0,1000,
53,2,2,15,0,0.0,0.0,22616182.805555556,0,12,72,4.89514357704251e+20,79031353.54234286,79072074.55069184,3.721430701671999e+19,0.0,0,720,"[700, 800)"
19,1,1,1,0,0.0,0.0,73993239.4090909,0,2,22,2.1427862744695064e+21,1.604779392861775e+21,1.5974772398076957e+21,2.1224723531418003e+21,0.0,0,720,"[700, 800)"
2,0,0,2,0,0.0,0.0,407222006.5,12,2,4,21093353317.220856,0.0,0.0,21093353548.13104,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.6743928387430205e+17,0.0,0.0,0.0,0.0,0,1000,
5,2,1,1,0,0.0,0.0,181150136.2222222,0,2,9,1.7903170778327191e+21,1.1582401589263983e+21,7.16268473293945e+20,7.16268473293945e+20,0.0,0,920,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1097315.0530597586,0.0,0.0,0.0,0.0,0,1000,
82,45,67,60,1,9.32243321628217e+19,84749392.87529245,6394489.25882353,0,44,255,6.585609574404397e+21,5.23782885894168e+20,3.0572653893000017e+20,4.811915293120659e+21,0.0,1,0,"[0, 100)"
1,1,0,0,0,0.0,0.0,814290640.5,54,1,2,1.1302775100117665e+18,2.260555020023533e+17,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,2.2263225780204822e+17,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0242751395953796e+18,0.0,0.0,0.0,0.0,0,1000,
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,6.69089968400508e+22,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1987663654.8592715,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,813479144.0,160,0,2,2932890921.41252,0.0,0.0,2932891277.6704507,0.0,0,1000,
66,26,14,21,0,0.0,0.0,12839293.047244094,0,43,127,2.7146295375199994e+23,8.224053851445806e+22,8.123215685082473e+22,1.7876094796831544e+23,0.0,1,10,"[0, 100)"
4,1,0,1,0,0.0,0.0,270290338.1666667,69,3,6,1.0509517091399822e+22,1.316808710566165e+21,0.0,4.044165035837858e+21,0.0,1,40,"[0, 100)"
19,10,7,15,0,0.0,0.0,31841567.274509802,28,40,51,430914324.3593929,196631062.07192287,222534358.98899677,432239713.23011833,0.0,1,220,"[200, 300)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.4635514343863926e+17,0.0,0.0,0.0,0.0,0,1000,
3,2,2,1,0,0.0,0.0,203002906.5,120,0,8,9.48062759178461e+20,360292979.96647716,360967962.35616684,360615120.45643747,0.0,0,900,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.186257535000039e+18,0.0,0.0,0.0,0.0,0,1000,
88,25,25,107,0,0.0,0.0,6654906.285714285,0,67,245,2.6680060560849387e+21,9.072528093006287e+20,7.898805682165352e+20,5.289731590271177e+21,0.0,1,0,"[0, 100)"
3,1,8,10,0,0.0,0.0,73804753.0909091,0,17,22,120944356.69565487,35934152.41440002,36243766.18990586,121319788.31288417,0.0,0,840,"[800, 900)"
0,0,0,1227,0,0.0,0.0,1328936.6544417278,0,713,1227,0.0,0.0,0.0,5.20610227687571e+24,0.0,0,940,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.5655409667347144e+18,0.0,0.0,0.0,0.0,0,1000,
7,2,1,0,0,0.0,0.0,162989887.5,134,0,10,1.1936925165944574e+22,3208244569.6250954,1261541085.9040284,0.0,0.0,1,530,"[500, 600)"
0,0,0,5,0,0.0,0.0,325617276.2,0,2,5,0.0,0.0,0.0,2.3346164394589657e+20,0.0,0,1000,
2,0,0,0,0,0.0,0.0,814151139.5,60,1,2,1.1546999450780226e+19,0.0,0.0,0.0,0.0,0,990,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0990597666209373e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813607497.0,620882,0,2,2024491.456108984,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,814611166.0,66,1,2,1448610486383247.0,79673576800002.5,0.0,0.0,0.0,1,0,"[0, 100)"
1,1,1,1,0,0.0,0.0,404795828.25,28,3,4,1.9854235488100016e+21,7.001203025509219e+20,7.001203025509219e+20,1.984626677110001e+21,0.0,0,1000,
11,5,2,2,0,0.0,0.0,81340107.8,196,0,20,2.683527773350977e+22,6191146194.667897,3478491242.4204707,6.979709374716696e+21,0.0,0,680,"[600, 700)"
2,3,2,1,0,0.0,0.0,203572743.375,90,2,8,2.4643593083180954e+19,6.973545885485961e+18,6.973548648309629e+18,2.4643653016734188e+19,0.0,0,860,"[800, 900)"
2,0,0,0,0,0.0,0.0,814755453.0,802,0,2,2.363979793204753e+21,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,814004915.5,50,1,2,9250163340.033539,0.0,0.0,9250163340.033539,0.0,0,1000,
6,10,9,2,0,0.0,0.0,60338736.074074075,32,7,27,6.455367670938604e+22,3.744546722840097e+21,19436785646.491978,4093313750.41658,0.0,1,510,"[500, 600)"
2,0,0,0,0,0.0,0.0,813376782.5,471688,0,2,2259609.8782034474,0.0,0.0,0.0,0.0,0,1000,
22,25,12,6,0,0.0,0.0,25085432.076923076,0,15,65,3.286233513316946e+21,6.00207584990099e+21,1.7733624917712587e+21,1.920778275839385e+21,0.0,1,740,"[700, 800)"
0,0,0,10,0,0.0,0.0,162442948.4,0,4,10,0.0,0.0,0.0,4.181626685100197e+22,0.0,0,1000,
1,1,1,1,0,0.0,0.0,405116175.75,0,3,4,1.5204233281710403e+22,4591941072.825123,4591941072.825123,1.5204225694010391e+22,0.0,0,990,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.4052264272368963e+18,0.0,0.0,0.0,0.0,0,1000,
61,0,0,4,0,0.0,0.0,25083379.415384617,132,0,65,1.621851696617862e+23,0.0,0.0,1.088899134701401e+23,0.0,0,970,"[900, 1000)"
1,1,0,0,0,0.0,0.0,814920393.0,1144,0,2,2.2850534693281032e+21,696994040.6123695,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.1414195673165512e+18,0.0,0.0,0.0,0.0,0,1000,
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,3.5288203053159175e+22,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,515843250.13123727,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,812103858.0,436760,0,2,110120823.60549249,0.0,0.0,110005311.73452091,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813626309.5,12690,0,2,2188441.0308851725,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813334201.5,512040,0,2,1.1245445492282735e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0016389465626236e+16,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0249628597754271e+18,0.0,0.0,0.0,0.0,0,1000,
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,7.329531084382896e+20,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1625791.2468045598,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,10016.553113831864,0.0,0.0,0.0,0.0,0,1000,
