deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_liquidated_collateral_usd,total_liquidated_principal_usd,avg_time_gap,min_time_gap,burst_count,total_transactions,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,total_liquidatcall_usd,is_risky_actual,ML_score_0_1000,score_range
2,0,0,0,0,0.0,0.0,813625863.5,607541,0,2,2157435.4545537746,0.0,0.0,0.0,0.0,0,1000,
15,7,8,23,0,0.0,0.0,30644098.9245283,32,16,53,4.700173718588737e+20,1.2222445315292366e+20,2.018417184101936e+19,6.146562624446388e+20,0.0,1,580,"[500, 600)"
2,0,0,0,0,0.0,0.0,811467300.5,159483,0,2,884779949136331.1,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.4439976739341688e+16,0.0,0.0,0.0,0.0,0,1000,
56,23,31,79,0,0.0,0.0,8627061.502645502,26,71,189,1.4668892085466803e+22,8.527377844752764e+20,8.65362058963362e+20,2.0164427174155817e+22,0.0,1,30,"[0, 100)"
33,43,29,58,0,0.0,0.0,10000435.288343558,4,30,163,4.565588163498141e+21,9.965491139123995e+21,4.080885677318133e+21,2.963909201096124e+21,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1105288.7337659798,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1005734.292265249,0.0,0.0,0.0,0.0,0,1000,
80,22,17,22,0,0.0,0.0,11550538.127659574,10,36,141,5.9052131595403695e+22,4.816017081324318e+22,4.4033590303053826e+22,4.63398750806697e+22,0.0,1,20,"[0, 100)"
1,1,1,10,0,0.0,0.0,125021918.92307693,0,8,13,1.08402850730843e+21,199005382.28752148,199866327.66268393,2.255947621901518e+21,0.0,0,970,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.1411119068000024e+16,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813424152.5,286566,0,2,4.022026407498562e+18,0.0,0.0,0.0,0.0,0,1000,
3,2,0,3,0,0.0,0.0,202988319.0,0,3,8,1.0283711363522971e+20,1.6430929635229493e+19,0.0,5.607642233330591e+18,0.0,1,30,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.6735533791870874e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1064852.57555633,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.5939348187759632e+19,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1885496.8095062824,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,5.1371852882424653e+20,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1737659.840790509,0.0,0.0,0.0,0.0,0,1000,
8,4,1,2,1,4.25590266345815e+19,40532406.318649046,101378097.0,22,7,16,3.3450310510287094e+20,181034703.6027429,40811103.039576925,374735303.29524195,0.0,1,80,"[0, 100)"
38,18,15,24,0,0.0,0.0,17161669.715789475,24,18,95,1.0893715089022695e+23,42263313630.228935,35955568644.518265,7.51865510413866e+22,0.0,0,710,"[700, 800)"
10,2,1,0,0,0.0,0.0,125426283.15384616,433,0,13,3.4593486374057787e+22,4.869442598086115e+21,5.947237013929925e+20,0.0,0.0,1,620,"[600, 700)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1102627.459063883,0.0,0.0,0.0,0.0,0,1000,
5,4,2,1,1,2.188687008436588e+20,198971546.22150803,125042510.46153846,62,2,13,7.907946444992352e+20,394687653.46994066,195613189.5574466,150959510.07180843,0.0,1,140,"[100, 200)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.6642811024000035e+17,0.0,0.0,0.0,0.0,0,1000,
18,1,1,1,0,0.0,0.0,77646962.09523809,72,3,21,3.466535243719758e+20,98914143.66331194,57302698.6962666,57302698.6962666,0.0,0,570,"[500, 600)"
5,5,10,0,0,0.0,0.0,81461971.55,102,1,20,5.1836425751249675e+22,16971761598.787846,594610887.7282181,0.0,0.0,1,690,"[600, 700)"
21,11,9,10,0,0.0,0.0,31820107.37254902,0,21,51,1.016153631235792e+23,1.0145913413700418e+23,1.1350092404732188e+23,1.1354940926379125e+23,0.0,1,50,"[0, 100)"
2,0,0,0,0,0.0,0.0,813511613.0,590547,0,2,2666801.6439479766,0.0,0.0,0.0,0.0,0,1000,
25,4,5,20,0,0.0,0.0,30142218.833333332,30,9,54,1.3964273994096297e+22,1.7002662521157646e+21,1.7002687279584893e+21,4.471123572310032e+21,0.0,0,580,"[500, 600)"
0,0,0,4,0,0.0,0.0,406243340.75,0,2,4,0.0,0.0,0.0,2.379359982350228e+21,0.0,0,1000,
68,21,10,10,0,0.0,0.0,14950842.009174312,20,34,109,6.299892828727926e+21,3.586439989455073e+21,3951427263.8788443,5.955559525377699e+20,0.0,1,0,"[0, 100)"
0,0,0,4,0,0.0,0.0,407467780.5,44,1,4,0.0,0.0,0.0,8.649788360269038e+21,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1001031.9616910184,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,7862450618736447.0,0.0,0.0,0.0,0.0,0,1000,
9,0,0,0,0,0.0,0.0,180815993.2222222,6306,0,9,3.9166856925600033e+21,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813496129.5,619091,0,2,2106938.3144186432,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,811432686.0,1894,0,2,1009557957.451967,0.0,0.0,1007675291.6192554,0.0,0,1000,
5,7,8,10,0,0.0,0.0,54023916.96666667,18,21,30,1.279880108174077e+21,7.492343351544452e+20,7.511553548655066e+20,1.2831537813359643e+21,0.0,1,300,"[300, 400)"
2,0,0,0,0,0.0,0.0,813425224.5,683675,0,2,1.1146010300892276e+18,0.0,0.0,0.0,0.0,0,1000,
8,2,1,11,0,0.0,0.0,73837289.5,0,4,22,1.1629261499507117e+21,4.816948120708331e+19,4.8422206406194864e+19,1.4472447978812542e+20,0.0,0,880,"[800, 900)"
1,1,1,1,0,0.0,0.0,404829866.25,28,3,4,1.5072426906279802e+21,6.002060473745054e+20,6.002060473745054e+20,1.5072426906279802e+21,0.0,0,1000,
29,7,1,2,0,0.0,0.0,41800034.307692304,56,3,39,5.191732972402654e+22,90747681146.88145,30366888632.39383,2.6837967136834725e+20,0.0,1,620,"[600, 700)"
114,15,27,4,0,0.0,0.0,10188613.175,2,35,160,9.780021796003229e+19,2.8064815760482955e+19,1.0069873890977296e+19,1.3147676965140513e+19,0.0,1,30,"[0, 100)"
0,0,0,7,0,0.0,0.0,232293746.2857143,0,4,7,0.0,0.0,0.0,9.909557911180244e+20,0.0,0,1000,
8,0,0,6,0,0.0,0.0,116124281.35714285,0,3,14,1.0752957233185635e+20,0.0,0.0,7.003776666667522e+20,0.0,0,1000,
1,1,0,0,2,6.7406283737673064e+16,6.35275106987201e+16,407177912.5,199,0,4,1.0136807662960146e+17,7.602607333965029e+16,0.0,0.0,0.0,1,0,"[0, 100)"
2,0,0,0,0,0.0,0.0,813133031.0,1646680,0,2,1.1269920828066333e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1061694.4427488928,0.0,0.0,0.0,0.0,0,1000,
41,18,17,23,0,0.0,0.0,16470214.777777778,0,46,99,6.818730671049288e+23,419230289983.53613,411029756482.5547,4.493136835045673e+23,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1807644.1894087945,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,2.0344361299291523e+17,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,186981155.5834601,0.0,0.0,0.0,0.0,0,1000,
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,3976507275.7829237,0.0,0,1000,
5,0,0,0,0,0.0,0.0,325686649.2,14425,0,5,3.9472482608356006e+20,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,814282004.5,98,1,2,1.0136807662960146e+17,5068403831480073.0,0.0,0.0,0.0,1,0,"[0, 100)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,195015598509.2372,0.0,0,1000,
3,1,0,0,0,0.0,0.0,405337089.0,15797,0,4,4.433751841164732e+20,2.3344631620870128e+20,0.0,0.0,0.0,1,10,"[0, 100)"
24,9,4,12,0,0.0,0.0,33266834.020408165,20,12,49,4.8274687302075646e+20,1941091234.9087043,1970749646.6403327,176559058400.06042,0.0,0,850,"[800, 900)"
2,0,0,0,0,0.0,0.0,813604039.5,757439,0,2,2.1333699519410964e+18,0.0,0.0,0.0,0.0,0,1000,
2,1,1,2,0,0.0,0.0,270670380.6666667,50,2,6,6250676181.513411,2778078338.5471425,2767475359.047746,6221387020.6189995,0.0,0,930,"[900, 1000)"
8,0,0,1,0,0.0,0.0,181122521.1111111,564,0,9,7.537695202400632e+20,0.0,0.0,539432986.3750395,0.0,0,990,"[900, 1000)"
1,1,0,0,0,0.0,0.0,814983134.0,66,1,2,9.707325296626477e+16,32032.52680925421,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0778008432336695e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1127613.228691909,0.0,0.0,0.0,0.0,0,1000,
8,4,3,5,0,0.0,0.0,81214368.7,40,8,20,9.757845079951483e+21,6110604575.351998,6130489775.083502,9.103015653731144e+21,0.0,0,950,"[900, 1000)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,97284193.41828065,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1032874.5230185714,0.0,0.0,0.0,0.0,0,1000,
15,7,4,1,0,0.0,0.0,60358237.03703704,22,3,27,1.8255172017595538e+22,1.0031532113916407e+20,1.0114434134710077e+20,7091723.288383715,0.0,0,560,"[500, 600)"
1,1,0,0,0,0.0,0.0,814285461.0,58,1,2,1.1191814376473716e+16,5608395087473333.0,0.0,0.0,0.0,1,0,"[0, 100)"
2,0,0,0,0,0.0,0.0,814219989.0,1786590,0,2,1.586084926828216e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1103915.8183900004,0.0,0.0,0.0,0.0,0,1000,
2,3,1,0,0,0.0,0.0,271428008.0,24,2,6,2.2675379712498285e+17,1.0637130744911824e+17,5.64606631012723e+16,0.0,0.0,0,430,"[400, 500)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,5129981.410556754,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1086737.4267510588,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.7458227651310435e+17,0.0,0.0,0.0,0.0,0,1000,
3,1,0,0,0,0.0,0.0,407144269.75,192,0,4,5.947984791650834e+16,3955971466910503.5,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1043801.0096905747,0.0,0.0,0.0,0.0,0,1000,
19,3,1,3,0,0.0,0.0,62713012.07692308,412,0,26,1.4202585677554416e+21,1001399850.9667434,406861028.3499056,1246905413.8789303,0.0,0,540,"[500, 600)"
6,2,0,3,0,0.0,0.0,147693218.27272728,16,4,11,3.0014648546117394e+19,1.1643673954388947e+19,0.0,1.9968233079962247e+19,0.0,1,20,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1093721.2170347553,0.0,0.0,0.0,0.0,0,1000,
6,10,5,7,0,0.0,0.0,58185887.5,36,5,28,6.758320094795519e+21,7.000652668837079e+20,7.080470717734283e+20,6.699151196075288e+21,0.0,0,950,"[900, 1000)"
1,1,0,0,0,0.0,0.0,814280392.0,40,1,2,1.1365237938343968e+17,5.682618989689969e+16,0.0,0.0,0.0,1,0,"[0, 100)"
27,21,11,26,0,0.0,0.0,19167041.011764705,0,21,85,1.0692138908949095e+23,1.0727244629763138e+19,33802071554.367302,1.0305612754051025e+23,0.0,1,30,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.8990536158222822e+17,0.0,0.0,0.0,0.0,0,1000,
5,3,3,2,0,0.0,0.0,124872129.38461539,42,4,13,1.6040980438365068e+20,537142768.3341382,535799993.33785766,1637146535.7516003,0.0,0,970,"[900, 1000)"
69,0,0,0,0,0.0,0.0,23514339.449275363,38,16,69,240474432254714.44,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813421381.5,707216,0,2,9.725492464164861e+17,0.0,0.0,0.0,0.0,0,1000,
80,16,13,57,0,0.0,0.0,9822588.409638554,0,73,166,1.8884365330906853e+23,7.399572339143807e+21,7.39603100441128e+21,2.1607345087334634e+23,0.0,1,10,"[0, 100)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.587024093979128e+17,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.6116562195025894e+17,0.0,0.0,0.0,0.0,0,1000,
3,0,0,2,0,0.0,0.0,324955097.0,192,0,5,1.3366631719120726e+20,0.0,0.0,397448130.1306869,0.0,0,990,"[900, 1000)"
1,1,0,0,0,0.0,0.0,815246600.5,558,0,2,1.5854237614713926e+16,2250.9558575093106,0.0,0.0,0.0,1,0,"[0, 100)"
2,0,0,0,0,0.0,0.0,813550204.5,919160,0,2,1.210948774549276e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1106621.3632719584,0.0,0.0,0.0,0.0,0,1000,
4,0,0,1,0,0.0,0.0,325572835.4,33257,0,5,8.008475694691501e+21,0.0,0.0,190563259.63691515,0.0,0,980,"[900, 1000)"
2,0,0,0,0,0.0,0.0,813358608.5,562372,0,2,1110152.4094190018,0.0,0.0,0.0,0.0,0,1000,
4,4,3,2,0,0.0,0.0,125135929.23076923,26,4,13,8.364599608374928e+18,5.551804332422198e+18,2.7345481842767457e+18,2.7324898958953206e+18,0.0,0,780,"[700, 800)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.1925897750328686e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1000.9519648031886,0.0,0.0,0.0,0.0,0,1000,
9,3,0,3,0,0.0,0.0,108569562.06666666,112,1,15,8.54780161556925e+21,7.283321577847575e+20,0.0,2.8861155924434197e+21,0.0,1,10,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.186257535000039e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,811269543.0,38204,0,2,146856873.24762762,0.0,0.0,0.0,0.0,0,1000,
2,1,0,0,0,0.0,0.0,542857026.0,86,1,3,2.2383628752947433e+18,5.595907188236858e+17,0.0,0.0,0.0,1,20,"[0, 100)"
12,12,10,3,0,0.0,0.0,43918622.72972973,44,4,37,2.7875214586280025e+22,3.6594287911016527e+21,1.0007035991455636e+21,3.175112181403351e+21,0.0,1,810,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1059612.5637582615,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1109778.724889663,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1108083.498727564,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,98.7162782819831,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,992505362394588.1,0.0,0.0,0.0,0.0,0,1000,
9,7,5,6,0,0.0,0.0,60385709.18518519,28,3,27,6.10105776822275e+21,6818183712.507053,4894598585.324879,1.514691372855244e+20,0.0,0,870,"[800, 900)"
2,0,0,0,0,0.0,0.0,813568760.5,964349,0,2,1.1427172164878825e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813527375.5,891927,0,2,1023134.777636892,0.0,0.0,0.0,0.0,0,1000,
7,0,0,12,0,0.0,0.0,85739402.94736843,0,8,19,3.363433422836462e+21,0.0,0.0,5.146160967512155e+21,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1862989.298047552,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,814284929.0,1338,0,2,4.476725750589486e+16,1.231100215852995e+16,0.0,0.0,0.0,1,0,"[0, 100)"
11,11,7,3,0,0.0,0.0,50711324.03125,28,9,32,1.734767775636133e+21,1337693750.0645325,1340231427.6312678,561244186.653368,0.0,0,550,"[500, 600)"
145,20,25,37,0,0.0,0.0,7157968.607929516,0,40,227,1.1178146930426695e+24,8.272859577220303e+21,8.263342962417761e+21,8.825714558315998e+22,0.0,1,10,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,2.1698687178477677e+17,0.0,0.0,0.0,0.0,0,1000,
4,1,0,0,0,0.0,0.0,325885824.4,39452,0,5,3.5947078650393534e+19,12807946.695103088,0.0,0.0,0.0,1,30,"[0, 100)"
66,54,41,26,0,0.0,0.0,8685162.79144385,6,54,187,3.6647562761373835e+22,8.91812592028611e+20,28652883776.08071,1.922689104577231e+22,0.0,1,10,"[0, 100)"
3,0,0,1,0,0.0,0.0,407221094.75,12,1,4,1.3431870775473288e+18,0.0,0.0,9327366507.576761,0.0,0,1000,
30,22,20,26,0,0.0,0.0,16602582.908163264,0,57,98,8.477141741466414e+21,5.147225541341461e+21,4.6169311519413455e+21,7.811020006752274e+21,0.0,1,0,"[0, 100)"
4,1,0,0,0,0.0,0.0,326111501.8,996,0,5,1.2062003697620573e+21,2.216441698353314e+20,0.0,0.0,0.0,1,0,"[0, 100)"
4,1,1,0,0,0.0,0.0,271032934.1666667,54,2,6,2.821056376025053e+20,40102676.334020846,40314333.39845018,0.0,0.0,0,870,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.1886222214759514e+18,0.0,0.0,0.0,0.0,0,1000,
1,2,2,0,0,0.0,0.0,325663821.2,236,0,5,5.089896000000005e+20,595959496.2796769,200824097.87950155,0.0,0.0,1,880,"[800, 900)"
2,0,0,0,0,0.0,0.0,813392668.5,668652,0,2,1369607.9339652034,0.0,0.0,0.0,0.0,0,1000,
1,0,0,1,0,0.0,0.0,811957702.0,2320764,0,2,8.75736947267182e+20,0.0,0.0,7.927932189771209e+20,0.0,0,1000,
8,2,0,0,0,0.0,0.0,162669077.5,0,3,10,1.9405034716730053e+19,5.341683191319451e+18,0.0,0.0,0.0,1,30,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1107890.838609316,0.0,0.0,0.0,0.0,0,1000,
16,10,1,6,0,0.0,0.0,49407653.09090909,0,4,33,1.0323932736610336e+22,9962886578.514769,655648070.4296937,8.181865614733855e+20,0.0,1,560,"[500, 600)"
3,2,0,0,0,0.0,0.0,325939295.2,42,1,5,1.3385090773701934e+22,3.7370838398371564e+21,0.0,0.0,0.0,1,0,"[0, 100)"
2,1,1,0,0,0.0,0.0,406376526.25,258,0,4,2.6112589171173402e+20,2602967.788219515,2616377.4015531503,0.0,0.0,0,930,"[900, 1000)"
1,1,0,0,0,0.0,0.0,811847172.5,392019,0,2,99917821.90440546,38888402.671075046,0.0,0.0,0.0,1,10,"[0, 100)"
0,0,0,8,0,0.0,0.0,202994293.625,98,1,8,0.0,0.0,0.0,3.929435212634794e+24,0.0,0,990,"[900, 1000)"
72,0,0,0,0,0.0,0.0,22534573.666666668,34,19,72,260583128623810.7,0.0,0.0,0.0,0.0,0,1000,
48,28,15,50,0,0.0,0.0,11544555.638297873,0,31,141,8.971961967938817e+21,7.006138086137506e+19,7.0155365048434246e+19,9.733702734787981e+21,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.7687686970076288e+18,0.0,0.0,0.0,0.0,0,1000,
73,10,15,18,0,0.0,0.0,14056417.698275862,10,20,116,3.082833255314972e+23,4.136292790346755e+22,4.141499105380355e+22,1.5715322258897264e+23,0.0,0,710,"[700, 800)"
8,2,2,7,0,0.0,0.0,85494668.0,42,7,19,4.2110301575902847e+21,7.031113810003856e+20,7.009736736584305e+20,4.207883065782385e+21,0.0,0,940,"[900, 1000)"
31,12,5,8,0,0.0,0.0,29104907.85714286,6,5,56,2.3589994512642956e+22,7.231952928337467e+21,5520049389.747257,2.8140136771003645e+21,0.0,1,220,"[200, 300)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.0525861836792858e+18,0.0,0.0,0.0,0.0,0,1000,
3,2,2,2,0,0.0,0.0,180547329.7777778,164,0,9,1.1830489982391845e+20,53534427.343386754,53670889.04527401,53620064.80243908,0.0,0,980,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.1312783096208362e+18,0.0,0.0,0.0,0.0,0,1000,
2,0,0,1,0,0.0,0.0,541060994.3333334,2628,0,3,2.214043907667229e+19,0.0,0.0,8.389694571067028e+18,0.0,0,1000,
6,4,2,3,0,0.0,0.0,108256667.53333333,64,3,15,2.585184477726833e+20,3.454259998228943e+19,3.4421172847487177e+19,2.5783786167525366e+20,0.0,0,920,"[900, 1000)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.8029309879743222e+18,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1104874.1186337352,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,3.6005846563635973e+20,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,3.124289850214588e+20,0.0,0.0,0.0,0.0,0,1000,
70,36,16,18,0,0.0,0.0,11646815.392857144,0,55,140,3.949213915199886e+22,2.0753040701538903e+22,7.560393327432127e+21,1.9517463063317174e+22,0.0,1,20,"[0, 100)"
0,0,0,3,0,0.0,0.0,543214596.6666666,0,1,3,0.0,0.0,0.0,3.256761177114603e+23,0.0,0,1000,
232,59,71,111,0,0.0,0.0,3445931.8816067656,0,105,473,1.853888888632749e+22,2.731034406001024e+21,2.6603162401576636e+21,1.7550550835650315e+22,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.857732183899951e+17,0.0,0.0,0.0,0.0,0,1000,
10,6,7,8,0,0.0,0.0,52373913.90322581,18,21,31,8.854919390117249e+18,70961256.9164086,100933694.33862467,197706908.28697217,0.0,1,360,"[300, 400)"
0,0,0,3,0,0.0,0.0,543500197.0,0,2,3,0.0,0.0,0.0,4.980509946793698e+18,0.0,0,1000,
2,0,0,1,0,0.0,0.0,542841987.3333334,1174,0,3,9.551899457570891e+21,0.0,0.0,8061315243.432737,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,98.7162782819831,0.0,0.0,0.0,0.0,0,1000,
2,0,0,0,0,0.0,0.0,813387923.0,629976,0,2,1023921.9539852863,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,810318344.0,0,1,2,2.977242189840008e+16,4608734040000013.0,0.0,0.0,0.0,1,0,"[0, 100)"
13,5,5,6,0,0.0,0.0,56047999.448275864,18,11,29,4.591837276654447e+21,1.7556518056961963e+21,1.7501684587962706e+21,2.4627783280056494e+21,0.0,0,940,"[900, 1000)"
8,4,2,9,2,13115996971.463062,119236683.98579377,65123319.8,26,9,25,8.282696666240195e+19,9.182391753300278e+17,45877099.17511232,7.408950776815911e+19,0.0,1,70,"[0, 100)"
8,10,3,0,0,0.0,0.0,77610289.61904761,84,3,21,9.337357197362888e+21,1.6165696579110468e+21,8630045714.27683,0.0,0.0,1,440,"[400, 500)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.855140911573249e+17,0.0,0.0,0.0,0.0,0,1000,
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1103066.9655335508,0.0,0.0,0.0,0.0,0,1000,
1,1,0,0,0,0.0,0.0,810485850.0,0,1,2,3.926582842805053e+16,5015808285176727.0,0.0,0.0,0.0,1,0,"[0, 100)"
1,1,0,0,0,0.0,0.0,815154881.5,58,1,2,1426389637335658.8,92715326456563.75,0.0,0.0,0.0,1,0,"[0, 100)"
1,1,0,0,0,0.0,0.0,810313240.5,0,1,2,3.0783814783927176e+16,4735971505219566.0,0.0,0.0,0.0,1,0,"[0, 100)"
4,2,2,4,0,0.0,0.0,135328896.5,0,8,12,4.776969144613675e+22,3.773467503363007e+22,3.6866741987298303e+22,4.662544384784154e+22,0.0,0,1000,
25,17,6,11,1,4.0678933991086107e+21,3698084908.2805552,27066016.55,22,20,60,2.127416421838825e+22,5.532764633716711e+21,5.53395182478437e+21,1.6831931811363528e+22,0.0,1,80,"[0, 100)"
1,1,0,0,0,0.0,0.0,813824934.5,330,0,2,3.4585645963041997e+19,4.996078385872354e+18,0.0,0.0,0.0,1,0,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1053530.4080647381,0.0,0.0,0.0,0.0,0,1000,
5,15,7,4,0,0.0,0.0,52326721.48387097,36,3,31,2.8161556426215098e+22,4.2079971847753446e+22,4.182601408656092e+22,8.914522462722581e+21,0.0,0,980,"[900, 1000)"
0,0,0,1,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.254993372790879e+19,0.0,0,1000,
0,3,6,6,0,0.0,0.0,108408014.46666667,0,11,15,0.0,4.5088262755303157e+21,9.086410346063765e+21,1.0736150389501209e+22,0.0,0,980,"[900, 1000)"
45,19,3,16,0,0.0,0.0,19644775.036144577,0,15,83,6.952875621710917e+22,5.32815603284775e+22,27130172993.250732,5.346845387894599e+22,0.0,1,270,"[200, 300)"
6,3,4,5,0,0.0,0.0,90206065.66666667,26,12,18,444378775.133461,278615682.50276005,279110893.0365059,444935919.61234725,0.0,0,960,"[900, 1000)"
3,0,0,0,0,0.0,0.0,542284047.0,87107,0,3,2.147232981963068e+18,0.0,0.0,0.0,0.0,0,1000,
75,10,0,0,4,8.786049797564568e+22,2.9767134458258064e+22,18320175.213483147,46,11,89,4.535459728109607e+23,5.726480784720633e+22,0.0,0.0,0.0,1,100,"[100, 200)"
14,3,2,3,0,0.0,0.0,73820244.45454545,0,7,22,1.1015423447725315e+20,5.0497005087467274e+19,4.384184882594906e+19,9.126578635920808e+19,0.0,0,810,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,99526061067874.22,0.0,0.0,0.0,0.0,0,1000,
17,10,11,11,0,0.0,0.0,33120583.979591835,0,32,49,2.7436026307768106e+22,1.0764248255951562e+23,1.069652217440487e+23,2.6526503101016574e+22,0.0,1,50,"[0, 100)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.020619756576002e+18,0.0,0.0,0.0,0.0,0,1000,
7,0,0,1,0,0.0,0.0,203473269.625,2028,0,8,1.8117945362439907e+20,0.0,0.0,400674962.5859497,0.0,0,990,"[900, 1000)"
14,6,3,6,0,0.0,0.0,56189185.31034483,22,6,29,2.6536678496839906e+20,1.0030147341618474e+20,1.0590280490092945e+20,1.083526390913792e+20,0.0,0,890,"[800, 900)"
1,0,0,0,0,0.0,0.0,0.0,0,0,1,1.762322196559916e+18,0.0,0.0,0.0,0.0,0,1000,
